Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Target,Curricular 1st and 2nd sem PCA
1,14,2,10,1,1,23,6,0,0,0,1,0,1,19,0,False,2.0822459782090164
1,4,1,12,1,3,22,8,1,0,0,1,0,0,27,0,False,4.910110516014299
1,1,2,12,1,1,22,5,1,0,0,1,0,1,18,0,False,2.70162692845496
1,1,2,9,1,1,13,10,1,0,0,1,0,0,20,0,True,-8.412949601828922
1,1,3,12,1,1,1,6,1,0,0,1,0,1,19,0,False,3.985184159856768
1,1,4,14,1,1,1,8,1,0,0,1,0,0,20,0,True,-14.458757107045809
1,8,2,10,1,1,13,7,1,0,0,1,0,1,19,0,False,3.4455350915602736
1,8,5,10,1,1,13,6,1,0,0,1,0,0,20,0,False,1.5089280211676233
1,1,1,2,1,1,23,11,0,0,0,1,0,0,20,0,True,-21.116404383116027
1,1,1,16,1,1,22,6,0,0,0,1,0,0,18,0,False,1.9473695293682276
1,1,1,6,1,1,13,5,1,0,0,1,0,0,20,0,False,0.4816974873914184
2,12,1,17,0,1,22,10,0,0,0,0,0,0,38,0,True,-1.3411577721437844
4,12,1,3,0,1,22,8,0,0,0,1,0,0,42,0,False,0.6891013572162308
1,12,1,12,1,1,22,7,0,0,0,1,0,0,32,0,True,-18.26531848828703
1,6,1,15,1,1,13,6,1,0,0,1,0,0,22,1,False,2.038500831885905
2,12,1,17,0,1,19,12,1,0,0,1,0,0,28,0,True,-14.167139794189993
2,12,1,3,0,7,22,11,1,0,0,1,0,0,37,0,True,-18.82623156120867
2,15,1,4,1,14,22,5,0,0,0,1,0,0,43,0,False,4.95558963716179
6,12,1,3,0,1,22,8,0,0,0,1,0,1,41,0,False,2.3102105995369904
4,12,1,3,0,12,22,4,0,0,0,1,0,1,29,0,False,1.5398456077029437
1,12,1,3,0,1,22,10,0,0,0,1,0,1,35,0,False,0.9062398104734868
1,8,6,10,1,1,1,3,1,0,0,1,0,0,18,0,True,0.8454436435619641
1,12,1,12,1,12,22,7,0,0,0,0,0,1,39,0,True,1.6614986591311798
4,12,1,17,0,1,22,10,0,0,0,1,0,0,37,0,False,-0.07689355007468279
1,12,1,12,1,1,22,8,1,0,0,1,0,1,26,0,False,3.4425410138364043
1,4,1,6,1,3,13,12,1,0,0,1,0,0,32,0,True,-5.503685539800447
2,12,1,3,0,1,22,9,0,0,1,1,0,0,37,0,False,5.348243368904999
1,12,1,6,1,1,22,35,1,0,1,1,0,0,28,0,False,-11.095816645763763
1,1,1,10,1,1,13,1,1,0,0,1,0,0,19,0,True,-15.450643686459944
1,1,5,9,1,1,22,8,1,0,0,1,0,0,18,0,False,-0.6224137756117365
1,1,1,16,1,1,13,10,0,0,0,1,0,1,19,0,False,4.202395013129788
2,4,1,14,1,3,22,8,0,0,0,1,0,0,32,0,False,10.743712666749499
2,12,1,9,1,1,22,10,1,0,0,1,0,0,31,0,True,-0.8462626507208029
1,12,1,12,1,1,3,6,1,0,0,1,0,0,34,0,False,5.149898033033754
1,1,3,2,1,1,1,4,1,0,0,1,0,0,20,0,False,13.855356291510624
1,12,1,12,1,12,23,10,0,0,0,1,0,0,28,0,True,0.8000021728804363
1,15,1,17,0,14,22,7,0,0,0,1,0,0,31,0,False,3.7253582099015574
1,1,1,15,1,1,13,11,1,0,0,1,0,0,18,0,False,1.569786241204696
4,12,1,3,0,12,22,8,0,0,0,0,0,0,31,0,True,0.39052026051464495
1,1,3,15,1,1,13,6,1,0,0,1,0,0,19,0,False,1.7653340715033288
1,1,1,10,1,1,22,5,1,0,0,1,0,1,19,0,False,3.152118429135161
2,12,1,10,1,12,22,10,1,0,0,1,0,0,31,0,False,-11.950521104293118
1,4,1,6,1,3,1,11,0,0,0,1,0,0,34,0,True,-18.82623156120867
1,7,1,13,1,1,22,8,1,0,0,1,0,1,18,0,False,6.8322633590187465
1,8,2,11,1,1,22,8,1,0,0,1,0,0,18,0,False,1.6063310266390474
1,1,1,9,1,1,3,4,0,0,1,1,1,0,19,0,False,2.9222908776865246
1,8,2,15,1,1,3,3,1,0,0,0,1,1,22,0,True,-14.214715291131581
2,14,1,14,1,1,19,1,0,0,0,1,1,0,32,0,False,6.385169571575041
1,12,1,9,1,1,22,3,0,0,0,1,1,0,61,0,True,-19.207927031526562
1,12,1,17,0,1,22,10,1,0,0,1,1,0,30,0,False,-0.9606784703135176
2,12,1,17,0,1,22,10,0,0,1,0,1,0,45,0,True,-12.49001770905277
1,15,1,4,1,14,1,9,0,0,0,1,1,0,20,0,False,2.135424377109757
1,9,5,12,1,1,13,11,0,0,0,1,0,0,19,0,True,-18.26531848828703
1,13,1,7,1,1,3,10,1,0,0,1,1,0,26,0,True,6.141277815688351
1,8,4,14,1,1,1,12,1,0,0,1,1,0,19,0,True,-2.3018080726298535
1,8,1,15,1,1,13,10,0,0,0,1,1,1,19,0,False,0.8746269858277778
1,1,3,15,1,1,23,5,1,0,0,1,1,0,19,0,False,1.4985355222079448
1,1,1,9,1,1,1,6,1,0,0,1,1,1,19,0,False,0.6321793679151462
1,1,3,14,1,1,11,1,1,0,0,0,1,0,19,0,True,-16.363396982645664
1,12,1,14,1,1,19,1,1,0,0,0,1,0,28,0,True,-1.2005382597375025
1,14,1,9,1,1,22,10,0,0,0,1,1,0,24,0,False,19.06251669396736
1,1,1,8,1,1,3,5,0,0,0,1,1,0,18,0,False,0.5040181926742378
1,1,2,7,1,1,23,6,0,0,0,1,1,0,18,0,False,0.007211476201881339
1,1,1,15,1,1,1,8,1,0,0,1,1,1,18,0,False,1.6833748886935354
1,15,1,4,1,14,4,9,0,0,0,1,1,0,21,0,False,2.988315179774986
2,12,1,17,0,1,13,6,0,0,0,0,1,0,28,0,True,-15.51304066962011
1,12,1,4,1,9,22,11,0,0,0,1,1,0,58,0,True,-13.7861690147894
2,12,1,17,0,1,19,1,1,0,0,0,1,0,49,0,True,-15.848610024831014
1,12,1,7,1,1,1,6,0,0,0,1,1,0,24,0,False,-2.1891843947648155
1,14,1,14,1,1,19,1,0,0,0,1,1,0,25,0,False,0.6797077406241456
4,13,1,9,1,1,22,4,1,0,0,1,1,0,33,0,True,-10.773331631459692
2,12,2,7,1,12,22,8,0,0,0,0,1,0,33,0,True,-13.830845748061789
2,14,1,16,1,1,22,8,0,0,0,1,1,0,40,0,False,0.07616372608406508
2,12,1,17,0,1,22,4,0,0,0,1,1,0,48,0,False,1.0880490740572633
1,8,3,7,1,1,1,4,1,0,1,0,1,0,18,0,False,-0.3334012847509378
1,12,1,12,1,12,23,9,1,0,0,1,1,0,24,0,False,2.4249239020567295
2,1,1,6,1,1,13,29,0,0,0,1,1,1,23,0,False,0.30300232401581084
1,12,1,17,0,12,13,6,1,0,1,0,1,0,39,0,True,0.7524122293017257
1,9,1,4,1,1,1,7,0,0,0,1,1,0,21,0,False,10.872976454158586
1,13,1,7,1,6,20,7,1,0,0,1,1,0,34,0,True,-0.4394125314786663
2,12,1,17,0,1,13,5,0,0,0,1,1,1,41,0,False,-0.3668340362214124
1,1,1,15,1,1,1,6,0,0,0,1,1,0,18,0,False,0.9653557590283519
2,12,1,17,0,1,23,4,0,0,0,1,1,0,34,0,False,1.0827681576227803
1,1,1,9,1,1,1,11,0,0,0,1,1,0,19,0,True,0.03551641623338497
1,1,1,12,1,1,13,4,0,0,0,1,1,0,19,0,False,5.118546312914162
1,4,1,4,1,4,1,7,0,0,0,1,1,0,28,0,False,8.726706965438137
1,8,1,5,1,1,1,1,1,0,0,1,1,0,18,0,True,-7.75124885561681
1,1,1,10,1,1,2,5,1,0,0,1,1,0,19,0,True,1.2600140855552446
1,8,2,6,1,1,13,2,1,0,1,0,1,0,19,0,True,5.9253244368852265
1,8,1,12,1,1,1,3,1,0,0,1,0,0,18,0,False,7.7026409225745205
1,1,1,8,1,1,3,3,1,0,0,1,0,0,18,0,False,3.1893330805033067
1,1,1,15,1,1,1,4,1,0,0,1,0,0,18,0,True,0.9339893221655835
1,15,2,10,1,14,3,10,1,0,0,1,0,0,19,0,False,3.103852019347837
2,4,1,10,1,3,22,43,0,0,0,1,0,0,31,0,False,5.158686164362635
1,12,1,3,0,1,22,9,0,0,0,1,0,1,33,0,False,2.9352549765434865
1,1,3,12,1,1,3,26,1,0,0,1,0,1,20,0,False,4.760266428503339
1,15,1,6,1,14,13,5,1,0,0,1,0,0,22,1,False,5.717695328878538
1,8,1,11,1,1,1,4,1,0,0,1,0,0,19,0,False,2.79070402015968
1,1,3,5,1,1,19,1,1,0,0,1,0,0,18,0,True,1.4592984826159814
1,8,3,5,1,1,23,6,0,1,0,1,0,0,18,0,True,-18.82623156120867
1,1,5,14,1,1,13,10,1,0,0,0,0,0,18,0,True,-18.82623156120867
1,1,1,2,1,1,3,6,1,0,0,1,0,0,18,0,False,-21.116404383116027
1,8,2,9,1,1,13,8,1,0,0,1,0,1,19,0,False,-1.4287181692631634
1,8,2,10,1,1,1,5,1,0,0,1,0,0,18,0,True,5.965648663996678
1,8,1,6,1,1,3,6,1,0,0,1,0,0,18,0,False,0.565898833384793
1,8,6,12,1,1,22,7,1,0,0,1,0,1,18,0,False,6.614487132922413
1,17,1,10,1,16,22,11,1,0,0,1,0,0,21,0,False,8.087866213901776
1,1,1,12,1,1,13,6,0,0,0,1,0,1,18,0,False,5.8241787751822045
1,8,3,14,1,1,1,4,1,0,0,1,0,0,18,0,False,3.4878049038516004
1,1,2,12,1,1,13,11,1,0,0,1,0,0,18,0,False,6.42440964612986
1,8,1,12,1,1,13,4,1,0,0,1,0,0,20,0,False,3.940849964546768
1,8,1,9,1,1,1,6,0,0,0,1,0,1,18,0,False,1.2928442997936465
1,1,2,15,1,1,13,6,1,0,0,1,0,0,18,0,True,-18.82623156120867
1,9,2,9,1,1,22,28,1,0,0,1,0,1,20,0,False,-0.5803410067656287
1,8,1,11,1,1,13,9,1,0,0,1,0,0,20,0,False,1.0388720310398867
1,8,1,9,1,1,22,10,1,0,1,1,0,1,19,0,True,-9.360999550708843
1,16,1,5,1,1,3,6,0,0,0,1,0,1,19,0,False,11.211294901693925
1,8,4,14,1,1,13,13,1,1,1,0,0,1,18,0,True,-11.256861197986632
1,8,3,15,1,1,1,10,1,0,1,1,0,1,19,0,False,1.111917646657961
1,1,2,12,1,1,1,8,1,0,0,1,0,1,20,0,False,5.002724776686982
1,15,1,9,1,14,13,10,1,0,0,1,0,0,21,0,False,1.6752989923289086
1,14,2,12,1,1,26,3,0,0,0,1,0,0,21,0,False,5.1880248875558195
1,8,1,5,1,1,23,10,0,0,0,1,0,0,20,0,False,3.0033021010367413
1,9,2,16,1,1,23,36,1,0,0,1,0,0,19,0,False,3.689891468341127
1,8,3,6,1,1,1,12,0,0,0,0,0,0,21,0,True,-2.102796731252095
1,1,1,6,1,1,18,12,0,0,0,1,0,0,18,0,False,1.0007263626595986
1,1,5,11,1,1,13,10,0,0,0,1,0,1,19,0,False,1.052936204398307
1,8,2,12,1,1,13,5,1,0,0,1,0,0,18,0,False,5.549296433765996
1,1,4,12,1,1,1,10,1,0,0,1,0,1,19,0,False,4.723392134044062
1,1,2,9,1,1,1,4,1,0,0,1,0,1,18,0,False,1.4361591298455068
1,1,1,16,1,1,13,8,0,0,0,1,0,1,18,0,False,1.2060710740762914
1,1,1,15,1,1,22,9,0,0,0,1,0,0,18,0,False,3.1581036036379224
1,8,1,6,1,1,1,10,1,0,0,1,0,1,18,0,False,2.8373805227399274
1,8,1,5,1,1,23,8,1,0,0,1,0,0,18,0,True,-7.978788218001776
1,1,3,5,1,1,1,8,0,0,0,1,0,1,18,0,False,3.179693029236713
1,8,1,10,1,1,1,8,0,0,0,1,0,0,18,0,True,-18.82623156120867
1,1,1,10,1,1,1,3,0,0,0,1,0,0,18,0,False,2.2590496479205058
1,13,1,6,1,1,1,10,1,0,0,1,0,1,20,0,False,-0.3565178114194332
1,1,1,16,1,1,3,6,0,0,0,1,0,0,18,0,False,1.8949977049968467
1,8,4,5,1,1,1,6,1,0,0,1,0,0,18,0,False,0.1956786030418023
1,9,6,12,1,1,22,8,0,0,0,1,0,1,20,0,False,4.210067021965276
4,14,1,14,1,1,22,7,0,0,0,1,0,0,40,0,False,4.547305043792889
1,1,6,12,1,1,23,10,1,0,0,1,0,1,18,0,False,5.144193643307908
1,1,5,11,1,1,13,8,1,0,0,1,0,0,19,0,False,3.035321847042269
1,4,1,17,0,15,1,10,0,0,0,1,0,0,24,0,True,-15.51304066962011
1,1,3,15,1,1,3,11,1,0,0,1,0,0,19,0,True,2.8702673511532453
1,1,6,12,1,1,2,5,1,0,0,1,0,0,19,0,False,5.499587842538904
1,1,1,12,1,1,1,7,1,0,0,1,0,1,20,0,False,3.9173876290980907
1,1,1,12,1,1,23,6,0,0,0,1,0,0,18,0,False,6.709368885679943
1,1,1,2,1,1,1,9,1,0,0,1,0,1,18,0,False,-21.116404383116027
1,8,2,12,1,1,13,8,1,0,0,1,0,0,19,0,False,6.0811836598833935
1,8,3,12,1,1,3,6,1,0,0,1,0,0,18,0,True,6.513401589757962
1,15,1,6,1,14,3,3,1,0,0,1,0,0,19,0,False,7.108707815792357
1,1,2,12,1,1,22,8,1,0,0,1,0,1,19,0,False,6.822538121027499
1,1,1,12,1,1,13,8,0,0,0,1,0,1,19,0,False,5.398172923299878
1,1,2,12,1,1,1,5,1,0,0,1,0,1,19,0,True,3.582183741546867
1,1,1,12,1,1,1,8,0,0,0,1,0,0,19,0,False,4.2987084013883
1,12,1,14,1,9,1,6,1,0,1,0,0,0,25,0,True,-2.013378553505394
1,1,1,12,1,1,13,11,0,0,0,1,0,0,20,0,False,4.102435567248179
1,17,1,10,1,16,1,6,0,0,1,0,0,0,23,0,True,8.724884368270786
1,1,1,5,1,1,13,8,0,0,0,1,0,0,20,0,True,-18.82623156120867
1,12,1,3,0,1,22,11,0,0,0,1,0,0,27,0,False,0.5031070453993607
1,1,1,12,1,1,13,5,0,0,0,1,0,0,18,0,False,6.448742099989769
1,1,1,16,1,1,13,11,1,0,1,1,0,0,18,0,False,2.7903052178222936
1,4,1,3,0,15,13,11,1,0,1,0,0,0,23,0,True,12.10406968437519
1,1,6,12,1,1,23,7,1,0,0,1,0,1,19,0,False,3.1626401371367514
1,1,1,9,1,1,22,4,0,0,0,1,0,0,18,0,False,0.5858700329263975
1,14,1,12,1,1,1,9,1,0,0,1,0,0,20,0,False,5.481599497154026
1,1,2,14,1,1,13,10,1,0,0,1,0,0,18,0,False,3.1212406354506506
1,1,1,12,1,1,1,5,1,0,0,1,0,1,19,0,False,6.750047161378216
1,15,1,10,1,14,13,9,1,0,0,1,0,1,19,0,False,3.378775365256473
1,1,1,16,1,1,23,6,0,0,0,1,0,0,19,0,False,2.2987745688545687
1,1,1,6,1,1,3,12,0,0,0,1,0,0,18,0,False,2.3738519273711987
1,1,1,10,1,1,22,6,0,0,0,1,0,0,18,0,False,3.1167038366033033
1,1,2,15,1,1,13,8,1,0,0,1,0,0,18,0,False,1.344680472756778
1,2,1,16,1,1,13,10,0,0,0,0,0,0,28,0,True,8.706168087288226
1,8,1,11,1,1,22,10,1,0,0,1,0,0,19,0,True,2.215626601813071
1,14,1,2,1,1,3,4,1,0,1,1,0,0,20,0,True,-21.116404383116027
1,1,2,12,1,1,1,10,1,0,0,1,0,1,19,0,False,4.802287932268438
1,1,1,5,1,1,1,1,0,1,0,1,0,1,20,0,False,1.6063310266390474
1,1,2,11,1,1,13,10,1,0,0,1,0,1,19,0,False,1.8412994302165053
1,16,1,5,1,1,5,11,1,0,0,1,0,0,21,0,False,0.8789743805987946
1,1,1,16,1,1,1,5,1,0,0,1,0,1,19,0,False,4.5135312479124785
1,1,2,5,1,1,13,4,1,0,0,1,0,1,18,0,False,2.8456105565809047
1,8,2,8,1,1,3,2,0,0,0,1,0,0,19,0,True,-18.82623156120867
1,8,1,14,1,1,10,6,0,0,0,1,0,1,19,0,False,3.362760692906278
1,1,1,15,1,1,23,16,0,0,1,1,0,0,20,0,False,0.5180651061195931
1,8,2,16,1,1,1,1,1,0,0,1,0,0,18,0,False,3.8637295756261096
1,14,1,2,1,1,13,8,0,0,0,1,0,0,18,0,False,-21.116404383116027
1,8,1,8,1,1,1,6,0,0,0,1,0,0,18,0,False,-0.25615978294007036
1,8,3,15,1,1,13,9,0,0,0,1,0,0,18,0,True,-16.80846728443944
1,8,3,10,1,1,22,8,1,0,0,1,0,0,18,0,False,2.4410808440045706
1,9,4,15,1,1,13,5,1,0,0,1,0,0,20,0,True,2.867239369147285
1,8,3,12,1,1,13,10,1,0,0,1,0,1,19,0,False,4.7583930902246045
1,1,1,16,1,1,22,10,1,0,1,0,0,0,21,0,True,0.0045354779333735
1,8,1,14,1,3,10,9,1,0,1,0,0,0,20,0,True,-13.7883430875413
1,1,1,11,1,1,22,10,1,0,0,1,0,0,18,0,False,1.5328229061677234
1,1,1,15,1,1,1,4,0,0,0,1,0,1,20,0,False,1.789720851908804
1,1,2,12,1,1,13,10,1,0,0,1,0,1,19,0,False,6.079519914108015
1,1,1,6,1,6,13,10,1,0,0,1,0,0,22,0,True,4.799842767774962
1,8,1,8,1,1,13,10,1,0,0,0,0,0,22,0,True,-18.871891267332334
1,1,2,16,1,1,23,6,1,0,0,1,0,0,18,0,False,0.3019966883447438
1,14,1,9,1,1,3,10,0,0,0,1,0,0,21,0,False,9.60472863060986
1,1,1,10,1,1,13,6,1,0,0,1,0,0,19,0,False,2.125846294771719
1,1,4,2,1,1,22,10,1,0,0,1,0,0,19,0,True,-21.116404383116027
1,1,2,12,1,1,19,1,1,0,0,1,0,1,20,0,True,6.29450531550507
1,1,3,12,1,1,23,9,1,0,1,1,0,1,18,0,False,4.391992606413531
1,16,1,17,0,16,13,10,0,0,0,0,0,0,22,0,True,3.6732262555056536
1,8,4,6,1,1,13,8,1,0,0,1,0,0,20,0,False,1.2821178626544203
1,15,1,4,1,14,23,7,0,0,0,1,0,0,19,0,False,1.7224787860497557
1,1,5,12,1,1,1,8,1,0,0,1,0,1,19,0,False,4.637974734964164
1,1,2,12,1,1,23,8,1,0,0,1,0,1,20,0,False,3.346687831434938
1,12,1,17,0,1,23,4,0,0,0,1,0,0,25,0,False,0.8860549903284358
1,1,1,12,1,1,13,8,0,0,0,1,0,1,19,0,False,6.817800418595976
1,9,1,12,1,1,23,8,1,0,0,1,0,0,19,0,False,5.1360893120556455
1,1,1,5,1,1,3,10,1,0,0,0,0,0,19,0,True,-17.347239198281795
1,1,1,12,1,1,23,6,0,0,0,1,0,0,20,0,False,4.38414897520429
1,12,2,13,1,1,22,10,1,0,0,1,0,0,25,0,False,7.779655521119718
1,8,1,12,1,1,13,10,1,0,0,1,0,1,20,0,False,2.0924309026968864
1,12,1,10,1,1,23,10,1,0,0,1,0,0,24,0,False,6.177484167546016
1,1,3,14,1,1,1,6,0,0,0,1,0,0,20,0,False,0.9685205291760219
1,13,1,12,1,1,1,9,1,0,0,1,0,0,21,0,False,6.776414819266961
1,15,1,4,1,14,22,10,0,0,1,1,0,1,19,0,False,3.7515648818487115
1,1,1,15,1,1,23,10,0,0,0,1,0,1,19,0,False,1.8738532573566928
1,1,2,14,1,1,22,10,0,0,0,1,0,1,21,0,False,-0.165497097678319
1,12,1,12,1,3,3,11,0,0,0,1,0,0,28,0,False,9.022768843811495
1,1,1,10,1,1,22,10,1,0,1,0,0,1,19,0,False,0.26655338207643453
1,1,1,9,1,1,22,7,0,0,0,1,0,1,18,0,False,1.1544013800729829
5,8,5,12,1,1,22,9,1,0,0,1,0,1,18,0,False,3.537929597433749
1,1,3,12,1,1,13,8,1,0,0,1,0,1,18,0,False,5.0792858988430645
1,13,1,12,1,1,1,4,1,0,0,1,0,0,22,0,False,5.626582466466651
1,1,1,9,1,1,22,36,1,0,0,1,0,0,19,0,False,-0.6635023100395863
1,1,1,12,1,1,13,6,0,0,0,1,0,1,18,0,False,5.7870689953806576
1,8,1,11,1,1,22,7,0,0,0,0,0,0,20,0,True,-18.82623156120867
1,15,1,2,1,14,22,7,0,0,0,0,0,0,26,0,True,3.502124848258468
1,1,3,5,1,1,22,10,1,0,0,1,0,1,18,0,False,3.1646523289686286
1,1,1,11,1,1,1,10,1,0,0,1,0,1,21,0,True,2.079883500917898
1,8,4,12,1,1,23,4,1,0,0,1,0,0,18,0,False,4.706456954949626
1,1,1,6,1,1,13,7,1,0,0,1,0,0,20,0,False,6.473657057738276
1,1,6,12,1,1,23,7,1,0,0,1,0,0,18,0,False,6.988146518128964
1,8,6,9,1,1,13,10,0,0,0,1,0,1,19,0,False,-0.859299010317276
1,1,1,14,1,1,1,3,1,0,0,1,0,0,20,0,True,0.763559602882232
1,1,1,16,1,1,13,6,0,0,1,1,0,1,18,0,False,1.972568544592697
1,7,2,9,1,1,22,10,1,0,0,1,0,1,20,0,False,0.7982321469540601
1,1,2,3,0,1,13,1,1,0,0,1,0,0,22,0,False,2.2134155366998236
1,1,1,2,1,1,13,6,1,0,0,1,0,0,18,0,False,-21.116404383116027
1,16,1,17,0,1,13,8,0,0,0,1,0,0,21,0,False,-0.23138563716324612
1,9,2,16,1,1,1,1,0,0,0,1,0,0,18,0,False,4.872143030805404
1,1,1,12,1,1,13,5,0,0,0,1,0,0,18,0,False,4.8927439249883875
1,1,1,5,1,1,10,6,0,1,0,1,0,1,18,0,False,1.0153171966220107
1,8,1,2,1,1,22,2,1,0,0,1,0,0,19,0,True,-21.116404383116027
1,8,3,9,1,1,1,6,1,0,0,1,0,0,19,0,False,0.9654959565072723
1,1,1,12,1,1,23,5,1,0,0,1,0,0,19,0,False,3.51177379254932
1,1,3,12,1,1,1,8,1,0,0,1,0,0,19,0,False,6.68394300600448
1,1,1,9,1,1,1,11,1,0,0,1,0,0,19,0,False,1.5814553378113843
1,8,1,11,1,1,23,8,1,0,0,0,0,0,19,0,True,1.1390258456187787
1,7,4,11,1,1,23,8,1,0,0,1,0,1,21,0,False,2.0501647514274595
1,1,2,15,1,1,1,8,0,0,0,1,0,1,20,1,False,1.9363081435248048
1,1,1,9,1,1,13,10,1,0,0,1,0,1,20,0,False,2.0970490720128367
1,12,1,17,0,12,22,10,0,0,0,1,0,0,41,0,False,-0.1864675212209015
4,4,1,12,1,15,22,4,1,0,0,1,0,0,32,0,False,5.897831484001436
1,8,3,12,1,1,23,6,1,0,0,1,0,0,18,0,False,6.045747368334371
4,12,1,3,0,1,22,5,0,0,0,1,0,1,35,0,False,1.059868722249238
1,12,1,12,1,1,22,10,0,0,1,0,0,0,32,0,True,-4.286326805433802
1,12,1,3,0,15,13,10,0,0,0,1,0,0,37,0,False,10.134191666295767
2,12,2,9,1,3,3,10,0,0,0,1,0,0,30,0,True,5.171311083464804
1,14,2,15,1,1,13,1,0,0,0,1,1,0,23,0,False,3.7703071325892594
1,8,2,15,1,1,3,8,1,0,0,1,0,1,20,0,True,2.947837452386633
1,1,1,14,1,1,13,8,0,0,0,1,1,0,21,0,False,-0.9185453836232007
1,1,1,9,1,1,23,8,0,0,0,1,1,0,19,0,False,-0.38321457127539205
1,8,4,12,1,1,1,4,1,0,0,1,1,1,18,0,False,6.457836726298908
1,13,1,7,1,1,19,1,0,0,0,1,1,0,18,0,True,-3.330873510165471
1,12,1,17,0,1,1,11,0,0,0,1,1,0,24,0,False,-0.5877093724672982
1,9,1,14,1,1,1,10,1,0,0,1,1,0,22,0,False,3.635488677863968
1,8,4,11,1,1,13,6,1,0,0,1,1,0,18,0,True,-0.9915555973009731
1,7,2,10,1,1,22,7,1,0,0,1,0,0,18,0,False,3.597454006626659
1,1,2,5,1,1,2,2,1,0,0,1,1,0,21,1,False,2.8014162109524356
4,12,1,12,1,1,22,10,0,0,1,1,0,0,38,0,True,2.906048409704443
1,9,1,13,1,1,23,10,0,0,0,1,0,1,19,0,False,6.094351212541969
6,12,1,12,1,1,22,10,0,0,0,1,0,0,36,0,True,4.212947003609937
1,7,1,6,1,1,1,10,1,0,0,1,0,0,18,0,False,0.9573142069906808
1,1,3,12,1,1,13,6,1,0,0,1,0,0,19,0,False,4.842407575630869
1,17,1,6,1,16,13,10,0,0,1,0,0,0,21,0,True,11.86914155861301
1,1,2,12,1,1,13,43,1,0,0,1,0,0,19,0,False,5.020739494639436
1,1,1,10,1,1,13,10,0,0,0,1,0,1,18,0,False,2.4880628390162194
2,4,1,12,1,3,22,8,1,0,0,1,0,0,45,0,False,11.234080671881372
1,8,1,9,1,1,22,8,1,0,0,1,0,0,20,0,True,-1.8268410602419145
1,8,1,11,1,1,13,8,1,0,1,1,0,0,18,0,False,1.7172229891028934
1,1,1,14,1,1,1,5,0,0,0,1,0,1,18,0,False,3.2550271488617746
1,4,2,8,1,3,19,1,0,0,0,1,0,0,25,0,True,-13.148401015203643
1,1,6,12,1,1,1,5,1,0,0,1,0,0,19,0,False,4.137818487621516
1,1,1,2,1,1,13,8,1,0,0,1,0,1,18,0,False,-21.116404383116027
1,4,1,11,1,15,1,7,0,0,0,1,0,0,39,0,False,17.857782670091005
2,12,1,4,1,1,23,10,0,0,0,1,0,0,29,0,False,23.42180802591453
1,8,1,16,1,1,13,8,1,0,0,1,0,0,18,0,False,3.194860065965244
1,4,1,5,1,3,22,4,0,0,0,0,0,0,23,0,True,-13.037503170038722
1,13,1,16,1,1,1,6,1,0,0,1,0,0,21,0,True,1.4846362551918943
1,1,1,10,1,1,1,5,0,0,0,0,0,0,18,0,False,3.5203290026487934
1,4,1,6,1,15,1,6,1,0,0,1,0,0,23,0,False,5.6562451451256095
1,1,1,8,1,1,1,5,0,0,0,1,0,0,18,0,False,4.471124519723261
2,12,1,3,0,12,22,9,0,0,0,1,0,0,32,0,False,2.3483823401212973
2,12,2,9,1,1,13,8,0,0,1,0,0,0,29,0,True,2.3609488161493424
1,1,6,10,1,1,1,35,1,0,1,1,0,1,20,0,False,0.8302170751093101
1,12,1,10,1,1,19,1,1,0,0,0,0,0,28,0,True,-4.595903318651782
1,4,1,9,1,3,23,10,0,0,0,1,0,0,27,0,False,2.3172226575978456
1,14,2,12,1,1,22,1,0,0,1,1,0,0,22,0,False,15.685134358962728
2,12,1,4,1,12,13,11,0,0,1,1,0,0,37,0,False,4.945357907890404
1,4,1,3,0,3,22,6,0,0,0,0,0,0,28,0,True,-9.239096921217406
2,12,1,4,1,1,22,10,0,0,1,0,0,0,43,0,True,2.538816288749537
1,14,1,13,1,1,22,10,1,0,0,0,0,0,32,0,True,-13.204320371592402
1,8,1,10,1,1,1,10,0,0,0,1,0,1,20,0,False,2.968508864968225
4,12,1,12,1,12,23,5,0,0,0,1,0,1,35,0,False,6.318676712182466
1,1,1,14,1,1,22,1,1,0,0,1,0,0,21,0,False,0.027954653192992396
1,1,4,12,1,1,13,10,1,0,0,1,0,1,18,0,False,3.5793527775554317
1,1,1,12,1,1,3,8,0,0,0,1,0,1,18,0,False,8.091650024479264
1,8,4,10,1,1,13,9,1,0,0,1,0,0,18,0,False,2.827933748754468
1,15,1,3,0,14,13,7,1,0,0,1,0,0,22,0,False,2.5359223673552194
1,1,2,12,1,1,1,11,1,0,0,1,0,0,19,0,False,4.180055138097664
1,9,2,9,1,1,13,8,1,0,0,1,0,1,18,0,False,1.3109688143194838
1,1,2,2,1,1,24,5,1,0,1,1,0,0,19,0,True,-21.116404383116027
1,1,1,12,1,1,13,6,0,0,0,1,0,1,18,0,False,6.642889294447869
2,12,1,17,0,12,13,4,0,0,1,0,0,0,31,0,True,-14.504883222152797
2,12,1,3,0,12,1,6,0,0,1,1,0,1,33,0,False,2.871073227383473
1,1,3,12,1,1,13,8,1,0,0,1,0,1,19,0,False,5.590516617756265
1,8,1,10,1,1,23,8,1,0,0,1,0,1,18,0,False,4.503872211344277
